proyecto_id,titulo,publicacion_fecha,anio,tipo,autor,relevante,dominio,tema,orientacion,saliencia,fuente_etiqueta,flag_revision,notas
HCDN166457,"SOLICITAR AL PODER EJECUTIVO NACIONAL DISPONGA ASIGNAR PRIORIDAD A LAS OBRAS DE TRANSFORMACION EN AUTOVIA, A TODA LA TRAZA DE LA RUTA NACIONAL 7 BIOCEANICA, LLAMADA DEL MERCOSUR.",2014-08-19T00:00:00,2014,RESOLUCION,"ASSEFF, ALBERTO",false,ninguno,,,,corpus,no,ruta bioceanica toponimo
HCDN166480,"EXPRESAR SATISFACCION POR LA APROBACION UNANIME DE LA DECLARACION DEL PARLAMENTO DEL MERCOSUR A FAVOR DE LA REPUBLICA ARGENTINA, RESPALDANDO UNA SOLUCION QUE NO COMPROMETA EL AMPLIO PROCESO DE REESTRUCTURACION DE SU DEUDA SOBERANA.",2014-08-20T00:00:00,2014,DECLARACION,"GIACCONE, CLAUDIA ALEJANDRA",true,C,mercosur_institucional,administrativa_neutra,relacionada,corpus,si,declaracion del Parlasur sobre deuda
HCDN166483,SOLICITAR AL PODER EJECUTIVO DISPONGA DECLARAR LA EMERGENCIA AGROPECUARIA DE LA ZONA DELIMITADA POR LAS PROVINCIAS DE CORRIENTES Y ENTRE RIOS - AFECTADAS POR LA ENFERMEDAD HUANGLONGBING (HLB)- EN LA PRODUCCION CITRICOLA.,2014-08-20T00:00:00,2014,DECLARACION,"D'AGOSTINO, JORGE MARCELO",false,ninguno,,,,corpus,no,HLB emergencia
HCDN166533,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION LAS ""XV JORNADAS NACIONALES DE COOPERATIVISMO Y MUTUALISMO ESCOLAR Y 9 DEL MERCOSUR"" - ""POR UNA EDUCACION CON VALORES Y PRINCIPIOS SOLIDARIOS"", A REALIZARSE DEL 22 AL 24 DE OCTUBRE DE 2014 EN LA CIUDAD DE VIEDMA, PROVINCIA DE RIO NEGRO.",2014-08-21T00:00:00,2014,RESOLUCION,"CIAMPINI, JOSE ALBERTO",false,ninguno,,,,corpus,no,jornadas
HCDN166627,"EXPRESAR PREOCUPACION POR LA DECISION QUE TOMO EL GOBIERNO NACIONAL, SOBRE PROHIBIR LA EXPORTACION DE CARNE DURANTE 15 DIAS.",2014-08-25T00:00:00,2014,RESOLUCION,"BIANCHI, IVANA MARIA",false,ninguno,,,,corpus,si,prohibicion export carne (sonda)
HCDN166651,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE EL ESTADO DE ACTUALIZACION O ADECUACION AL COSTO DE VIDA DE LOS ARANCELES DE LOS SERVICIOS PERTENECIENTES AL SISTEMA DE PRESTACIONES BASICAS DE ATENCION INTEGRAL A FAVOR DE LAS PERSONAS CON DISCAPACIDAD.,2014-08-26T00:00:00,2014,RESOLUCION,"TROIANO, GABRIELA ALEJANDRA",false,ninguno,,,,corpus,no,aranceles discapacidad
HCDN166654,ELIMINACION DE LOS DERECHOS DE EXPORTACION (DEX) Y LOS REGISTROS DE OPERACIONES DE EXPORTACION (ROE) APLICABLE A LOS DISTINTOS CORTES DE CARNE Y A SUS PRODUCTOS DERIVADOS.,2014-08-26T00:00:00,2014,LEY,"SCHIARETTI, JUAN",false,ninguno,,,,corpus,si,elimina DEX y ROE carne (sonda)
HCDN166760,CARGAS DE EXPORTACION ORIGINADAS EN PUERTOS ARGENTINOS: APLICABILIDAD EN EL AMBITO DE LOS PAISES QUE INTEGRAN EL MERCOSUR: SUSPENSION DE LA DISPOSICION 1108/13 DE LA SUBSECRETARIA DE PUERTOS Y VIAS NAVEGABLES.,2014-08-28T00:00:00,2014,RESOLUCION,"ASSEFF, ALBERTO",true,C,mercosur_institucional,pro_liberalizacion,relacionada,corpus,si,reserva de cargas intra-Mercosur
HCDN166923,"EXPRESAR PREOCUPACION POR EL GRAVE DEFICIT FINANCIERO QUE AFECTA A LA ""FUNDACION BARRERA ZOOFITOSANITARIA PATAGONICA (FUNBAPA)"", COLOCANDO EN SERIO RIESGO AL SISTEMA CUARENTENARIO PATAGONICO.",2014-09-02T00:00:00,2014,RESOLUCION,"BURYAILE, RICARDO",false,ninguno,,,,corpus,no,FUNBAPA
HCDN166956,"SOLICITAR AL PODER EJECUTIVO NACIONAL DISPONGA LAS MEDIDAS NECESARIAS PARA NORMALIZAR LA SITUACION FINANCIERA DE LA ""FUNDACION BARRERA ZOOFITOSANITARIA PATAGONICA - FUNBAPA -"", Y OTRAS CUESTIONES CONEXAS.",2014-09-03T00:00:00,2014,RESOLUCION,"CASAÑAS, JUAN FRANCISCO",false,ninguno,,,,corpus,no,FUNBAPA
HCDN167232,"REGIMEN DE REGISTRO, COMERCIALIZACION Y CONTROL DE LOS PRODUCTOS FITOSANITARIOS EMPLEADOS PARA LA PROTECCION, CRECIMIENTO Y DESARROLLO DE LOS CULTIVOS; DEROGACION DEL DECRETO LEY 3489/58 DE SANIDAD VEGETAL Y DE LA LEY 17934 MODIFICATORIA DEL DECRETO.",2014-09-11T00:00:00,2014,LEY,"BASTERRA, LUIS EUGENIO",false,ninguno,,,,corpus,no,fitosanitarios
HCDN167416,"PEDIDO DE INFORMES AL PODER EJECUTIVO NACIONAL SOBRE LA LIMITACION A LA EXPORTACION DE CARNE, Y OTRAS CUESTIONES CONEXAS.",2014-09-17T00:00:00,2014,RESOLUCION,"DE FERRARI RUEDA, PATRICIA",false,ninguno,,,,corpus,si,limitacion export carne (sonda)
HCDN167603,"SOLICITAR AL PODER EJECUTIVO DISPONGA LA INSTRUMENTACION DE LAS MEDIDAS NECESARIAS PARA EL CUMPLIMIENTO DE LA LEY 26331, DE PRESUPUESTOS MINIMOS DE PROTECCION AMBIENTAL DE LOS BOSQUES NATIVOS, EN LA PROVINCIA DE SALTA.",2014-09-23T00:00:00,2014,RESOLUCION,"DONDA PEREZ, VICTORIA ANALIA",true,D,eudr_trazabilidad_forestal,administrativa_neutra,relacionada,corpus,si,26331 Salta
HCDN167720,"EXPRESAR BENEPLACITO POR EL DICTADO DE LA RESOLUCION N° 422 DEL SERVICIO NACIONAL DE SANIDAD Y CALIDAD AGROALIMENTARIA - SENASA -, DONDE DISPONE QUE A PARTIR DEL 1° DE ENERO DE 2015, ESE ENTE NACIONAL EJERCERA EN FORMA DIRECTA EL CONTROL ZOOFITOSANITARIO EN LAS BARRERAS SANITARIAS, PUERTOS Y AEROPUERTOS DE LA REGION PATAGONICA.",2014-09-25T00:00:00,2014,RESOLUCION,"SORIA, MARIA EMILIA",false,ninguno,,,,corpus,si,control zoofitosanitario Patagonia (sonda)
HCDN167813,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL FALLO DE LA ""ORGANIZACION MUNDIAL DE COMERCIO - OMC -"", QUE DICTAMINO QUE EL GOBIERNO ARGENTINO ESTARIA APLICANDO MEDIDAS PROTECCIONISTAS CONTRARIAS A LAS NORMAS DE COMERCIO INTERNACIONAL.",2014-09-29T00:00:00,2014,RESOLUCION,"LINARES, MARIA VIRGINIA",false,ninguno,,,,corpus,no,OMC sin UE nombrada
HCDN167848,SUSTITUCION DEL REINTEGRO A LA EXPORTACION EXTRAZONA - RE - ASIGNADO EN LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR. - NCM -.,2014-09-30T00:00:00,2014,LEY,"CASELLES, GRACIELA MARIA",false,ninguno,,,,corpus,no,NCM
HCDN167858,ACEITES DE OLIVA Y ACEITUNAS. SUSTITUCION DEL REINTEGRO A LA EXPORTACION EXTRAZONA -RE- ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR -NCM-.,2014-09-30T00:00:00,2014,LEY,"CASELLES, GRACIELA MARIA",false,ninguno,,,,corpus,no,NCM
HCDN167928,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA ACTUALIZACION ARANCELARIA DEL ""SISTEMA DE PRESTACIONES BASICAS DE ATENCION INTEGRAL A FAVOR DE LAS PERSONAS CON DISCAPACIDAD"".",2014-10-01T00:00:00,2014,RESOLUCION,"TORRES DEL SEL, MIGUEL IGNACIO",false,ninguno,,,,corpus,no,aranceles discapacidad
HCDN167930,SOLICITAR AL PODER EJECUTIVO DISPONGA UN INCREMENTO ARANCELARIO DEL SISTEMA DE PRESTACIONES BASICAS DE ATENCION INTEGRAL A FAVOR DE LAS PERSONAS CON DISCAPACIDAD.,2014-10-01T00:00:00,2014,DECLARACION,"TORRES DEL SEL, MIGUEL IGNACIO",false,ninguno,,,,corpus,no,aranceles discapacidad
HCDN167966,"PEDIDO DE INFORMES VERBALES AL SEÑOR SUBSECRETARIO DE GANADERIA DE LA SECRETARIA DE AGRICULTURA, GANADERIA Y PESCA, DOCTOR JORGE HORACIO DILLON, ANTE LA COMISION DE AGRICULTURA Y GANADERIA, SOBRE EL CUADRO DE SITUACION PRODUCTIVA, LABORAL, COMERCIAL Y REGULATORIA A LO LARGO DE LA CADENA DE VALOR DE LA CARNE VACUNA.",2014-10-02T00:00:00,2014,RESOLUCION,"BROWN, CARLOS RAMON",false,ninguno,,,,corpus,si,cadena carne (sonda)
HCDN167990,"DECLARAR DE INTERES DE LA H. CAMARA EL ""IV CONGRESO INTERNACIONAL DE TURISMO, EDUCACION INTERCULTURAL Y DESARROLLO LOCAL DE LAS MISIONES JESUITICAS DEL MERCOSUR"", REALIZADO LOS DIAS 26 Y 27 DE SEPTIEMBRE DE 2014 EN LA LOCALIDAD DE CORPUS, PROVINCIA DE MISIONES.",2014-10-03T00:00:00,2014,RESOLUCION,"LEVERBERG, STELLA MARIS",false,ninguno,,,,corpus,no,congreso
HCDN167995,"DECLARAR DE INTERES DE LA H. CAMARA EL ""IX ENCUENTRO DE ESCRITORES DEL MERCOSUR"", A REALIZARSE DEL 10 AL 12 DE OCTUBRE DE 2014, EN LA LOCALIDAD DE PUERTO IGUAZU, PROVINCIA DE MISIONES.",2014-10-03T00:00:00,2014,RESOLUCION,"LEVERBERG, STELLA MARIS",false,ninguno,,,,corpus,no,encuentro
HCDN167996,"DECLARAR DE INTERES DE LA H. CAMARA EL ""XLV FESTIVAL NACIONAL DE MUSICA DEL LITORAL"" Y ""VII FESTIVAL DE MUSICA DEL MERCOSUR"", A REALIZARSE DEL 20 AL 23 DE NOVIEMBRE DE 2014 EN LA CIUDAD DE POSADAS, PROVINCIA DE MISIONES.",2014-10-03T00:00:00,2014,RESOLUCION,"LEVERBERG, STELLA MARIS",false,ninguno,,,,corpus,no,festival
HCDN168002,"AGUA MINERAL, VINO ESPUMOSO, VINOS, VINO FINO, VINOS A GRANEL Y MOSTO DE UVA. SUSTITUYESE EL REINTEGRO A LA EXPORTACION EXTRAZONA (R.E.) ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR (N.C.M.).",2014-10-03T00:00:00,2014,LEY,"CASELLES, GRACIELA MARIA",false,ninguno,,,,corpus,no,NCM
HCDN168003,JUGO DE UVA Y JUGO DE MANZANA. SUSTITUYESE EL REINTEGRO A LA EXPORTACION EXTRAZONA (R.E.) ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR (N.C.M.).,2014-10-03T00:00:00,2014,LEY,"CASELLES, GRACIELA MARIA",false,ninguno,,,,corpus,no,NCM
HCDN168004,"VERMOUTH, SIDRA Y ALCOHOL ETILICO. SUSTITUCION DEL ""REINTEGRO A LA EXPORTACION EXTRAZONA - RE -"" ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NCM -"".",2014-10-03T00:00:00,2014,LEY,"CASELLES, GRACIELA MARIA",false,ninguno,,,,corpus,no,NCM
HCDN168344,"DECLARAR DE INTERES DE LA H. CAMARA LA ""XXI REUNION DEL GRUPO DE COORDINACION Y LA XIX REUNION DE LA COMISION MIXTA DE LAS ENTIDADES FISCALIZADORAS DE LOS PAISES DEL MERCOSUR Y ASOCIADOS - EFSUR -"", A REALIZARSE DEL 20 AL 23 DE OCTUBRE DE 2014 EN LA CIUDAD DE ENCARNACION, REPUBLICA DEL PARAGUAY.",2014-10-08T00:00:00,2014,RESOLUCION,"CARMONA, GUILLERMO RAMON",true,C,mercosur_institucional,administrativa_neutra,relacionada,corpus,si,EFSUR
HCDN168350,"DECLARAR DE INTERES DE LA H. CAMARA EL ""FESTIVAL DEL LITORAL 2014"", ""45 EDICION DEL FESTIVAL NACIONAL DE MUSICA DEL LITORAL"" Y ""7° DEL MERCOSUR"", A REALIZARSE DEL 20 AL 23 DE NOVIEMBRE DE 2014 EN LA CIUDAD DE POSADAS, PROVINCIA DE MISIONES.",2014-10-08T00:00:00,2014,DECLARACION,"PERIE, JULIA ARGENTINA",false,ninguno,,,,corpus,no,festival
HCDN168486,EXPRESAR PREOCUPACION POR LA DEFORESTACION QUE SE PRACTICA EN LA SELVA FORMOSEÑA.,2014-10-14T00:00:00,2014,RESOLUCION,"ASSEFF, ALBERTO",true,D,eudr_trazabilidad_forestal,administrativa_neutra,relacionada,corpus,no,deforestacion Formosa
HCDN168549,"DECLARAR DE INTERES DE LA H. CAMARA EL ""I TALLER REGIONAL PARA EL FORTALECIMIENTO DE LA PARTICIPACION SOCIAL EN EL MERCOSUR"", A REALIZARSE EN EL MES DE NOVIEMBRE DE 2014 EN LA PROVINCIA DE CORRIENTES.",2014-10-15T00:00:00,2014,RESOLUCION,"RUBIN, CARLOS GUSTAVO",true,C,mercosur_institucional,administrativa_neutra,relacionada,corpus,si,taller de participacion social del bloque
HCDN168657,"EXPRESAR PREOCUPACION POR EL INFORME DE LA AUDITORIA GENERAL DE LA NACION, DANDO CUENTA DE LAS GRAVES DEFICIENCIAS EN LA IMPLEMENTACION, A NIVEL NACIONAL, DE LA LEY DE BOSQUES NATIVOS.",2014-10-20T00:00:00,2014,RESOLUCION,"BIANCHI, IVANA MARIA",true,D,eudr_trazabilidad_forestal,administrativa_neutra,relacionada,corpus,si,AGN sobre ley de bosques
HCDN168714,VINOS. SE ELIMINA EL DERECHO DE EXPORTACION APLICABLE A LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR - N.C.M -.,2014-10-22T00:00:00,2014,LEY,"CASELLES, GRACIELA MARIA",false,ninguno,,,,corpus,no,NCM vinos
HCDN168822,"DECLARAR DE INTERES DE LA H. CAMARA LAS ""XVII JORNADAS NACIONALES DE EXTENSION RURAL Y IX DEL MERCOSUR"" A REALIZARSE DEL 19 AL 21 DE NOVIEMBRE DE 2014, EN LA CIUDAD DE ROSARIO, PROVINCIA DE SANTA FE.",2014-10-24T00:00:00,2014,RESOLUCION,"BARCHETTA, OMAR SEGUNDO",false,ninguno,,,,corpus,no,jornadas
HCDN169241,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES TECNICAS, LEGALES Y ADMINISTRATIVAS DE LA LEY 26093 DE BIOCOMBUSTIBLES.",2014-10-31T00:00:00,2014,RESOLUCION,"MARTINEZ, SOLEDAD",false,ninguno,,,,corpus,no,biocombustibles ley
HCDN169296,"EXPRESAR BENEPLACITO POR LA DESIGNACION DE LA CIUDAD DE PARANA, PROVINCIA DE ENTRE RIOS, COMO SEDE DE LA ""47 CUMBRE DE JEFES DE ESTADO DEL MERCADO COMUN DEL SUR - MERCOSUR -"", A REALIZARSE DEL 14 AL 18 DE DICIEMBRE DE 2014.",2014-11-04T00:00:00,2014,RESOLUCION,"RIOS, LILIANA MARIA",true,C,mercosur_institucional,administrativa_neutra,relacionada,corpus,no,sede cumbre
HCDN169417,MOLIENDA SECA DE MAIZ. SE REDUCEN LOS DERECHOS DE EXPORTACION A LOS PRODUCTOS Y SUBPRODUCTOS COMPRENDIDOS EN LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR.,2014-11-07T00:00:00,2014,LEY,"TORRES DEL SEL, MIGUEL IGNACIO",false,ninguno,,,,corpus,no,NCM
HCDN169418,LINO. SE ELIMINAN LOS DERECHOS DE EXPORTACION DE LAS MERCADERIAS COMPRENDIDAS EN LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR.,2014-11-07T00:00:00,2014,LEY,"TORRES DEL SEL, MIGUEL IGNACIO",false,ninguno,,,,corpus,no,NCM
HCDN169697,"AJO. SE FIJA EL CERO POR CIENTO - 0 % - EL DERECHO DE EXPORTACION COMPRENDIDO EN LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NMC -"".",2014-11-13T00:00:00,2014,LEY,"CACERES, EDUARDO AUGUSTO",false,ninguno,,,,corpus,no,NCM
HCDN169698,"ALCACHOFAS - ALCAUCILES - FRESCOS O REFRIGERADOS. SE ELIMINA EL DERECHO DE EXPORTACION APLICABLE EN LA POSICION ARANCELARIA DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NMC -"".",2014-11-13T00:00:00,2014,LEY,"CACERES, EDUARDO AUGUSTO",false,ninguno,,,,corpus,no,NCM
HCDN169710,"CEBOLLAS. SE FIJA EL CERO POR CIENTO - 0 % - EL DERECHO DE EXPORTACION COMPRENDIDO EN LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NMC -"".",2014-11-13T00:00:00,2014,LEY,"CACERES, EDUARDO AUGUSTO",false,ninguno,,,,corpus,no,NCM
HCDN169711,"CIRUELAS. SE FIJA EL CERO POR CIENTO - 0 % - EL DERECHO DE EXPORTACION COMPRENDIDO EN LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NMC -"".",2014-11-13T00:00:00,2014,LEY,"CACERES, EDUARDO AUGUSTO",false,ninguno,,,,corpus,no,NCM
HCDN169820,"ESPARRAGOS FRESCOS O REFRIGERADOS, PREPARADOS O CONSERVADOS S/VINAGRE O ACIDO ACETICO S/CONGELAR. SE FIJA EL CERO POR CIENTO - 0% - EL DERECHO DE EXPORTACION COMPRENDIDO EN LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NCM -"".",2014-11-17T00:00:00,2014,LEY,"CACERES, EDUARDO AUGUSTO",false,ninguno,,,,corpus,no,NCM
HCDN169824,"PISTACHO. SE FIJA EL CERO POR CIENTO - 0% - EL DERECHO DE EXPORTACION COMPRENDIDO EN LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NCM -"".",2014-11-17T00:00:00,2014,LEY,"CACERES, EDUARDO AUGUSTO",false,ninguno,,,,corpus,no,NCM
HCDN169825,"TOMATE. SE FIJA EL CERO POR CIENTO - 0% - EL DERECHO DE EXPORTACION COMPRENDIDO EN LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NCM -"".",2014-11-17T00:00:00,2014,LEY,"CACERES, EDUARDO AUGUSTO",false,ninguno,,,,corpus,no,NCM
HCDN169867,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA CAIDA EN LA FAENA DE GANADO VACUNO Y LA RETRACCION DEL MERCADO INTERNO DE CARNES.,2014-11-18T00:00:00,2014,RESOLUCION,"ASSEFF, ALBERTO",false,ninguno,,,,corpus,no,faena y mercado interno
HCDN169904,"EXPRESAR BENEPLACITO POR EL CONVENIO FIRMADO ENTRE LAS REPUBLICAS DE ARGENTINA Y DE PARAGUAY EN EL MARCO DE LA REUNION DE MINISTROS DE SALUD DEL MERCOSUR, SOBRE CAPACITACION Y ASISTENCIA TECNICA EN ABLACION Y TRASPLANTE HEPATICO.",2014-11-19T00:00:00,2014,RESOLUCION,"ZIEBART, CRISTINA ISABEL",true,C,mercosur_institucional,administrativa_neutra,relacionada,corpus,si,reunion ministros de salud del bloque
HCDN169915,"FERTILIZANTES. SE ELIMINA EL DERECHO DE IMPORTACION EN LAS POSICIONES ARANCELARIAS CONTENIDAS EN EL CAPITULO 31 DEL ""NOMENCLADOR COMUN DEL MERCOSUR - NCM -.""",2014-11-19T00:00:00,2014,LEY,"SCHIARETTI, JUAN",true,C,mercosur_institucional,pro_liberalizacion,relacionada,corpus,si,elimina derecho de importacion NCM fertilizantes (regla 5)
HCDN169924,"REGULACION Y PROMOCION PARA LA PRODUCCION Y USO SUSTENTABLE DE BIOCOMBUSTIBLES - LEY 26093 -. INCORPORACION DEL ARTICULO 3 BIS, SOBRE CREACION DE LA COMISION NACIONAL ASESORA PARA LA MEZCLA DE BIOCOMBUSTIBLES .",2014-11-19T00:00:00,2014,LEY,"TORROBA, FRANCISCO JAVIER",false,ninguno,,,,corpus,no,mezcla biocombustibles
HCDN169990,AGENCIA FEDERAL DE PROTECCION FITOSANITARIA DE LA PATAGONIA. CREACION.-,2014-11-20T00:00:00,2014,LEY,"COMELLI, ALICIA MARCELA",false,ninguno,,,,corpus,no,agencia fitosanitaria
HCDN169991,"UVAS FRESCAS Y PASAS DE UVA. SE FIJA EN UN 5 % LOS DERECHOS DE EXPORTACION A LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NMC -"".",2014-11-20T00:00:00,2014,LEY,"CASELLES, GRACIELA MARIA",false,ninguno,,,,corpus,no,NCM
HCDN170007,"MELON. SE ELIMINAN LOS DERECHOS DE EXPORTACION EN LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NCM -"".",2014-11-20T00:00:00,2014,LEY,"CASELLES, GRACIELA MARIA",false,ninguno,,,,corpus,no,NCM
HCDN170088,"COMISION ESPECIAL PARA LA CONFORMACION DE LA CORPORACION INTERNACIONAL DEL CORREDOR BIOCEANICO DEL MERCOSUR. CREACION EN EL AMBITO DEL MINISTERIO DE RELACIONES EXTERIORES, Y CULTO DE LA NACION.",2014-11-25T00:00:00,2014,LEY,"ASSEFF, ALBERTO",false,ninguno,,,,corpus,si,corredor bioceanico toponimo con corporacion internacional
HCDN170384,"ESTABLECIENDO LOS PRESUPUESTOS MINIMOS DE PROTECCION AMBIENTAL, PARA LA GESTION DE LOS ENVASES VACIOS DE FITOSANITARIOS.",2014-11-25T00:00:00,2014,MENSAJE Y PROYECTO DE LEY,"FERNANDEZ DE KIRCHNER, CRISTINA",false,ninguno,,,,corpus,no,envases fitosanitarios
HCDN170209,"CEREALES: TRIGO, GIRASOL Y PRODUCTOS DE MOLIENDA SECA Y HUMEDA; Y OLEAGINOSAS. SE ESTABLECE EN 0 % EL DERECHO DE EXPORTACION EN LAS POSICIONES ARANCELARIAS DE LA "" NOMENCLATURA COMUN DEL MERCOSUR - NCM -"". SE REDUCEN PARA LA EXPORTACION DE MAIZ Y SOJA.",2014-11-27T00:00:00,2014,LEY,"TORROBA, FRANCISCO JAVIER",false,ninguno,,,,corpus,no,NCM
HCDN170222,"CARBONATO DE CALCIO Y CARBURO DE CALCIO. SE ESTABLECE UN REINTEGRO ADICIONAL DEL 5 % A LA ""EXPORTACION EXTRAZONA - R.E. -"" ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - .N.C.M. -"".",2014-11-28T00:00:00,2014,LEY,"CASELLES, GRACIELA MARIA",false,ninguno,,,,corpus,no,NCM
HCDN170223,"BENTONITA. SE ESTABLECE UN REINTEGRO ADICIONAL DEL 5 % POR 5 AÑOS A LA ""EXPORTACION EXTRAZONA -R.E.-"" ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - .N.C.M. -"" LA CUAL DISMINUIRA EN UN PUNTO POR AÑO HASTA SU EXTINCION PAULATINA.",2014-11-28T00:00:00,2014,LEY,"CASELLES, GRACIELA MARIA",false,ninguno,,,,corpus,no,NCM
HCDN170225,"DOLOMITA CRUDA Y DOLOMITA CALCINADA. SE ESTABLECE UN REINTEGRO ADICIONAL DEL 5 % A LA ""EXPORTACION EXTRAZONA - R.E. -"" ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - N.C.M. -"".",2014-11-28T00:00:00,2014,LEY,"CASELLES, GRACIELA MARIA",false,ninguno,,,,corpus,no,NCM
HCDN170227,"BIENES DE CAPITAL Y/O INDUSTRIALES CON VALOR AGREGADO. FIJESE EN CERO POR CIENTO EL DERECHO DE EXPORTACION COMPRENDIDO EN LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR -NCM-"".",2014-11-28T00:00:00,2014,LEY,"CACERES, EDUARDO AUGUSTO",false,ninguno,,,,corpus,no,NCM
HCDN170239,"SILICIO Y FERROSILICIO. SE ESTABLECE UN REINTEGRO ADICIONAL DEL 5 % A LA EXPORTACION ""EXTRAZONA - R.E. -"" ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - N.C.M -"".",2014-11-28T00:00:00,2014,LEY,"CASELLES, GRACIELA MARIA",false,ninguno,,,,corpus,no,NCM
HCDN170240,"CAL VIVA Y CAL APAGADA. SE ESTABLECE UN REINTEGRO DEL 5 % A LA ""EXPORTACION EXTRAZONA - R.E. -"" ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR -N.C.M. -"".",2014-11-28T00:00:00,2014,LEY,"CASELLES, GRACIELA MARIA",false,ninguno,,,,corpus,no,NCM
HCDN170243,"CRETA. SE ESTABLECE UN REINTEGRO ADICIONAL DEL 5 % POR 5 AÑOS A LA ""EXPORTACION EXTRAZONA -R.E.-"" ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - N.C.M. -""; LA CUAL DISMINUIRA EN UN PUNTO POR AÑO HASTA SU EXTINCION PAULATINA.",2014-11-28T00:00:00,2014,LEY,"CASELLES, GRACIELA MARIA",false,ninguno,,,,corpus,no,NCM
HCDN170245,"TRAVERTINOS TROCEADOS. SE REINTEGRA EL ADICIONAL DEL 5% A LA ""EXPORTACION EXTRAZONA -R.E.-"" ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - N.C.M. -"".",2014-11-28T00:00:00,2014,LEY,"CASELLES, GRACIELA MARIA",false,ninguno,,,,corpus,no,NCM
HCDN170283,"CODIGO ELECTORAL NACIONAL - LEY 19945 - INCORPORACION AL TITULO VII DEL CAPITULO IV DENOMINADO ""DE LA ELECCION DIRECTA DE LOS PARLAMENTARIOS DEL MERCOSUR"".",2014-12-01T00:00:00,2014,LEY,"NEGRI, MARIO RAUL",true,C,mercosur_institucional,administrativa_neutra,relacionada,corpus,no,eleccion Parlasur
HCDN170508,"SOLICITAR AL PODER EJECUTIVO DISPONGA GESTIONAR ANTE EL ""CONSEJO DEL MERCADO COMUN"" PARA QUE ESTABLEZCA EL ""DIA DEL MERCOSUR CIUDADANO"", PARA LA ELECCION DE LOS PARLAMENTARIOS EN FORMA SIMULTANEA EN TODOS LOS ESTADOS PARTES.",2014-12-03T00:00:00,2014,DECLARACION,"ALONSO, LAURA",true,C,mercosur_institucional,administrativa_neutra,relacionada,corpus,si,CMC Dia del Mercosur Ciudadano
